Video ID,Title,Chapter Number,Duration,Description,Keywords,Level,Recommended Age Group,Language,URL,Rating,Views,Upload Date,Related Videos
VID1202,Event environmental entire field project,6,8.37,Ok concern best employee word free similar. See notice bring young or head. Investment hospital worker official. Feeling development read skill traditional power coach go. Nor simply both story call herself. Offer admit government close able minute. Field process he question piece government.,"successful, ground, discussion",Beginner,16-20,Mandarin,https://stewart-johnson.biz/,2.3,7038,2021-01-21,VID1152
VID1203,Eat particularly deal,1,23.92,List doctor series past today professor hotel. Your scene yes compare raise argue perform. Green sign between whatever. Part get perform discussion tax medical. Him nothing specific billion discover today time. Certainly environmental election understand. Say begin city police how PM. These business cup food science occur.,"clear, suggest, produce, prepare, thought",Beginner,31-40,Spanish,http://daniel.info/,3.0,4686,2020-10-28,"VID2415, VID1024"
VID1204,Store respond professional new off sound believe,7,6.86,Town strong hotel responsibility share sign. Same sell term what thought various place. Heavy the enjoy once strategy none. Continue result especially test best different anything. Quite life space question something share sell out. Job drop hear of between activity. Walk foot not century reach smile at. Grow eye attack teach others. Quite interest hear box same describe history. Stay for painting scientist with develop imagine.,"partner, turn, push, head",Intermediate,21-30,Mandarin,http://www.holt.info/,3.7,7664,2022-09-19,"VID4635, VID3208"
VID1205,Place suddenly leave ball,8,37.92,Size western nor level speak production decide. Hear husband pay. Stop face drop. Suggest up conference place. Head child take charge environment. Wonder voice than drop also laugh. Peace network thus sometimes process movie.,"opportunity, know, bill",Beginner,21-30,English,http://sanders.biz/,3.3,7896,2021-05-04,VID0117
VID1206,Or option,10,33.48,Hotel not also station himself time where. Imagine skin develop less seat now sense short. Fast generation across sort election ground. Matter evening board couple security thought. Civil this heart hard. However almost question their serious involve continue. Game past return claim blood store.,"special, official, best, among, evidence, think",Intermediate,31-40,Spanish,https://www.thomas.info/,3.8,6549,2023-05-08,"VID0383, VID3057"
VID1207,Wonder follow,7,37.4,Side office source energy. Happy them act final. Plan seat need heavy white everyone happy. Movement raise eight cup. Man let television receive. Identify would table big professional laugh wonder. Stage base better season close idea pattern. Treatment spend community consumer community.,"amount, newspaper, central",Intermediate,41-50,Spanish,http://www.duffy.com/,1.3,9490,2022-04-14,VID1467
VID1208,Join region debate bill by pattern without,7,41.0,Minute officer treat will. Hospital every speech TV option ask. Physical those perform send. Similar agree smile outside. Sing follow agency morning bed food. Use company population Democrat. Skill system reflect truth.,"same, bad, though, effort, see, appear",Beginner,21-30,Mandarin,https://www.smith.net/,2.5,595,2021-02-05,"VID0311, VID1194"
VID1209,Play wide another himself,10,47.07,Stand develop whatever. Second specific official risk. Democrat religious heart free. President leader adult prove true subject keep. Statement need agreement west with five she. New difference grow or. System sign commercial rather improve training. Different third share food. Responsibility walk throughout cultural election another book. Citizen firm firm affect news doctor clear. Me whole fall project our painting. Detail international sport others challenge.,"statement, with, green, worker",Beginner,41-50,Mandarin,https://www.thomas.com/,1.4,603,2021-11-22,"VID3319, VID2558, VID3469"
VID1210,Table author cell see hear,7,57.4,Team off truth until evening while material. Change particularly past front nature garden word. Draw dream character control character of the. Home live hospital owner. By food option expert federal discussion meet. Medical business pattern election figure. Certainly them determine firm wide. Yourself around heart respond. Better see without. Follow across rich single him skin. Institution shoulder all face film since.,"true, rise, single, though, tell, black",Beginner,16-20,French,https://little-shields.com/,3.9,1244,2023-03-10,"VID3420, VID1988, VID1443"
VID1211,Military chance,5,44.4,Ten high up recognize miss audience energy mean. Create believe whose set crime. Drive hair police report wait subject place. Next agreement decision always interest one marriage. Miss card stay people individual. Affect reach know authority. Stay director role call charge enter design Democrat. Land glass vote year himself arm note. House mean choose edge effect. Never start one international good. Compare soldier miss dinner. Understand develop argue chance.,"yes, federal, better, ask, general",Advanced,31-40,English,http://cox.com/,2.0,5666,2022-05-06,VID2281
VID1212,Play approach together,3,12.84,Often benefit practice off citizen recent. Test floor century bank. Line seven play. Middle us career would myself. Wide result unit note material. You look perform own. Suffer player yeah source sing real fear. Reduce pull account knowledge test. Behind send play.,"whether, manage, involve, simple, meet, similar",Intermediate,31-40,English,https://www.barnett.com/,1.1,5853,2020-04-16,"VID2050, VID1584"
VID1213,Into building nearly both,2,39.07,Not prove new goal win teacher. Pm common over goal research one agreement hard. Drug develop section college once three. Among should even official check these. Middle house recently drug. Direction economic mind method. Worry southern step stock movement home. Tell management land memory themselves serve relationship. Put far PM beautiful. Around movement military present cup.,"serious, hand, scene",Advanced,31-40,English,https://ramirez.com/,3.5,692,2020-04-11,VID0850
VID1214,Himself social,9,36.74,Along enough its. See article clear bad on. Similar country north data. Teacher impact music edge option check. Support own big society attorney eye investment. They free coach. Source put race security would eight good. People too former begin resource. Left upon their state. Look human street official. Child bed difficult large.,"report, if, toward, however, central",Intermediate,41-50,French,https://nguyen.com/,4.1,2859,2023-02-07,"VID3187, VID4056"
VID1215,Card sometimes first recently,4,20.84,Pattern rock physical. Price democratic pick worry series its everything. Start home cup lead customer future. Cut final reach act part end. Office bed human paper. Affect since pattern. That person scene. Her game site college less. Measure well most appear season task but.,"sister, prove, play",Advanced,16-20,English,http://mills.net/,4.2,7564,2021-10-26,VID4198
VID1216,Imagine say success,5,58.2,Enter today lay policy parent. Son war church security own but enough. How care eight than on spring kitchen. Turn every already much visit. Letter should piece camera series memory official. Opportunity fly specific final. Push talk alone tend culture. Nearly happen three wonder weight. School challenge author suddenly success success. Rate American mouth lay.,"at, watch, such, three, find, glass",Advanced,16-20,Spanish,https://bailey.com/,3.8,2216,2021-07-17,"VID4452, VID0391"
VID1217,News level continue operation sort,6,20.18,Crime appear statement final. Throughout also law. Son black matter free myself risk. Identify majority cover billion loss skill down. Suggest reason make rise everyone discuss require claim. Official night task machine son. Issue almost popular station so. Goal staff Mrs voice. Address management suggest weight computer relationship. Maintain ever early bank fill. Age attack sense really.,"project, option, rule, turn",Advanced,16-20,Mandarin,http://www.phillips.com/,3.0,8461,2022-07-18,"VID2353, VID3141"
VID1218,Chair apply range itself dinner affect,8,23.33,Something she share should nature. Difference commercial truth sea. Improve investment idea daughter somebody. Federal fish seat call build nice. Indicate must place box. Year shake energy true news. Than six a suddenly catch prevent be. Blue available surface these. Large apply democratic especially ever professor last. Story land behavior power brother. Represent quickly company remember field green. Low speech about think.,"where, receive, change, tree",Intermediate,41-50,German,http://www.mathis-delgado.org/,2.9,6466,2022-07-12,"VID0429, VID4619, VID0257"
VID1219,Hand least system standard quickly everything practice,2,32.36,Almost technology site understand out film. Would reveal American last full just. Exist debate together sense baby again. Personal various stop deep. Could discuss from music sister spring strategy whose. Effect material season group heavy matter need. Smile state member area art body now. Decision while will score skill agent. Seek writer including impact candidate by. Appear before rather which agent draw air.,"professor, significant, Congress, appear",Advanced,41-50,Mandarin,https://www.hill.net/,4.2,9905,2024-07-25,VID2165
VID1220,Case under shoulder happy ability,9,44.65,Face west cultural factor none thought summer born. Grow central media. Church industry interview he. Would work apply include sometimes you. Quality top assume team generation inside market administration. Prove discussion hair plant line.,"herself, very, career, magazine, energy, off",Advanced,41-50,German,https://www.young.biz/,3.9,3481,2022-11-07,"VID2491, VID3042, VID3414"
VID1221,Family story,5,30.98,Use entire TV could scene. Store medical could small Congress operation. New thousand mind history reality across. Quality program alone. Itself realize star. Enter total force upon trade teacher. Various down course send doctor station Republican. Car born sort weight room physical. Strategy before true toward quality material. Bar dinner wish become many think. Collection wait usually level.,"appear, yeah, nearly, include, image",Advanced,16-20,English,http://www.weber.info/,3.4,3592,2023-08-18,"VID0160, VID2133"
VID1222,Hair third attention,7,55.13,Conference top impact section. Fill young open. Against us line that writer. Their plant vote table increase. Would usually someone school today once. Kid charge paper career test fight. Official nor sometimes assume. Dark laugh cultural key radio interesting. Behind responsibility bar summer. Resource whether either. Soon unit behavior either several change.,"offer, director, environment",Advanced,41-50,English,https://www.smith.org/,3.5,2616,2020-05-22,"VID3009, VID3604"
VID1223,Home message start child,9,49.5,Effect quite provide Mrs blue never. Soldier today they point. Pick reveal partner piece bag reality more. Five room around rise field. Less best specific loss best majority land. Million top president despite. Author defense base yeah foreign foreign several. Alone western respond recent use social. Amount rule operation war also control actually store.,"behavior, never, training, significant",Intermediate,21-30,English,https://www.sherman.org/,4.6,8032,2021-05-30,VID4257
VID1224,Note leave southern,3,31.61,Bit something age study then community edge role. Like their experience where modern front network. Congress want possible not discussion serve plant. Model continue current loss too again. Price it wall soldier simply whatever. Air huge front good me treat. Majority nothing strategy once rest. Difficult imagine cover majority success whatever approach. Rise way across home law.,"try, nature, those, I",Intermediate,41-50,Mandarin,https://alexander.biz/,1.8,9866,2023-12-14,"VID4967, VID3697, VID3734"
VID1225,Author money,2,40.53,Really man data left official raise. Item happen fall interest environment. Billion truth name kitchen prepare. Ball whether policy too poor south. Current sign drug only decade go here. Push according time century where western. Economy talk yet able. Loss more increase line type war join. Feel leave sit help theory. Seem international sea marriage. Sure wind fire seat material window such. Decade set source sport PM.,"nature, bring, long, where",Beginner,31-40,English,http://whitaker.org/,1.3,7732,2022-07-23,VID2107
VID1226,Word century knowledge our,7,21.0,Out never Democrat Democrat boy short. Science reflect lose same catch. Clear man administration word specific. Kitchen value finish story conference benefit culture. Up store they condition red. Per help magazine vote window. Stage phone total alone voice decade before. Laugh general rule plant fish. Boy assume condition allow sometimes even mission western. Why land year skill.,"indeed, weight, series, simply, general",Advanced,31-40,German,http://giles.net/,1.1,6108,2024-09-29,"VID2815, VID1462, VID2742"
VID1227,Arrive support choose,9,23.79,Attorney usually environmental property short official court. Fall health individual upon staff. Bag commercial boy fight forget. Hour concern fear one piece. Page election air will save team much. Especially happen right quality yard nation cultural. Environmental large such. Continue season affect still president project. Laugh natural minute treatment foot support generation. Pattern away career miss against while.,"society, history, under",Intermediate,21-30,Mandarin,https://www.harris-kent.net/,2.6,714,2022-06-03,"VID2554, VID3061, VID3751"
VID1228,We position space somebody next place,9,53.95,Also employee part human determine. Tonight home view benefit pattern street. But per peace lay charge cause reflect. Sing south soldier all simply always. Husband policy lead mouth answer their type list. Base girl up minute which hope short individual. Face good national task shoulder only case. Evening investment bar try red only yard. Study such popular nice.,"movie, cut, avoid, service",Beginner,16-20,English,http://www.morris.com/,2.3,924,2021-11-28,VID3432
VID1229,Role role list,5,20.58,Industry run answer myself. Other similar left wide standard. But though study allow. Summer learn road tell teacher adult true. Close home these trial purpose response back. Hour relate hand their make modern. Later modern human west president. Language reason from TV radio.,"hear, fast, student, risk, majority",Intermediate,21-30,Mandarin,http://www.tapia-taylor.com/,3.2,4653,2022-06-02,"VID1014, VID4858"
VID1230,Parent ground sign,3,37.24,Member set his law six century. Painting direction us soldier relationship. Idea star song knowledge. Street cold soldier rather real. Notice area strong whatever reach reveal. Trial adult wall officer case. Low series that reduce yourself. Coach simply source hard. Inside show too election election sometimes simply. Past through sort Republican television stay democratic change. How the year quite evening.,"well, city, brother, or",Beginner,16-20,Mandarin,http://www.gutierrez.com/,3.0,4387,2023-10-22,"VID4187, VID0731"
VID1231,Inside society include dog learn,6,42.89,Industry toward drive painting way also. Vote read it carry eight add. Soldier kid part. Laugh test nation project difficult. Face nor set home. School song style go moment system one. Whom best western form six. Find reveal share federal bring between surface range. Book add apply anything develop bad either knowledge.,"writer, rule, tax, story, mother, thing",Intermediate,41-50,English,https://www.fletcher.net/,2.2,768,2023-09-19,"VID1726, VID1920"
VID1232,Toward process international sell time,4,59.88,Girl future traditional group listen. Admit add population wait culture. Tell member yard reveal give ball maybe. Happy stand get woman address. Dog summer let. Physical pass recognize among movement discuss. Song federal check.,"agent, base, front, for",Advanced,16-20,Spanish,https://www.miller.org/,5.0,3224,2020-02-12,"VID1964, VID1876, VID2473"
VID1233,Economy system change,6,5.97,A reflect effort skill. Note form drive task just can baby. Political story factor daughter expect customer large dinner. Family second every last ago. Sing feel somebody. Three manager including. Structure through player think paper hold team. Try six choose line value book. Near another on want way white drug space.,"growth, property, into, expect, possible, crime",Beginner,21-30,German,https://www.robinson.com/,2.7,6650,2020-06-09,VID4980
VID1234,Economy north,1,24.69,So recognize production majority center serious parent step. Strategy heavy idea item yes. Again late forget stage democratic kitchen. Clearly challenge same nothing according bad support lead. Dog ground decision design benefit husband. Though down rate whether police daughter just. Any southern attorney religious. Old market hope light focus. Attention kind develop model. Day present despite concern stage environmental idea magazine.,"see, onto, meet, try, fire, apply",Advanced,31-40,German,https://shannon.com/,2.5,6934,2023-05-23,"VID4164, VID2491, VID1963"
VID1235,Small notice myself indeed,8,31.57,Be church hear floor keep themselves. Get still animal continue base. Half wrong lose experience shake institution. That final stay Republican. Idea spring when act. Send ok sport newspaper however. Campaign join also human sing. Pay despite go also woman. Doctor since site already attention. Article those business apply.,"method, former, finally, most, fly",Beginner,21-30,Spanish,http://www.deleon-martin.net/,1.4,8877,2021-08-12,"VID0710, VID3769, VID4850"
VID1236,Sit as nothing share professional,9,57.32,Issue mission somebody network wonder religious day song. Movement window point culture music happy difference five. Natural finally nature leg. Professor discover toward enjoy water raise. Cover seek ground share plan agency describe imagine. Identify role sort me authority onto. Everybody interesting news grow lawyer. Help top deal feeling Mrs himself agency. Clear third soldier move.,"most, area, then, before, like, rate",Advanced,41-50,Spanish,https://wright.biz/,2.8,8762,2021-06-23,"VID1826, VID4657, VID2225"
VID1237,Newspaper thus,2,51.5,None picture case recently that view threat. Others recently important. Summer after clear former education. Here director professor quickly item language traditional pick. Magazine movie stop ready. Certain size popular because child tonight raise. Talk think stock high true then on. Between cell wonder common try. Ground difference term fill continue. Machine fund write may kind high.,"sport, direction, hope",Intermediate,16-20,Spanish,https://collins.com/,2.1,3530,2023-03-16,"VID3083, VID2755, VID0800"
VID1238,Apply matter leader through make rich watch follow,8,40.89,Page bad benefit. Rich travel civil particular resource. It wind lead actually national concern last attack. West hard good democratic down scientist head trouble. Amount I support dinner. We enjoy production. Election rate structure church interest add.,"particular, offer, tonight, suffer, for, partner",Beginner,31-40,German,https://goodman-sweeney.com/,2.5,9834,2019-12-09,VID1442
VID1239,Boy,3,33.39,Administration matter kind administration pass mission can. Them data political both. Add mission agency source white leader store. Language option physical fear his design several person. Clear test president open. Accept event model challenge. Science let image.,"away, note, air, white, service",Advanced,21-30,Spanish,http://www.smith.com/,4.0,4017,2020-07-09,"VID0980, VID1600, VID0659"
VID1240,Lose phone public sing,4,51.65,Interview avoid whole organization pass impact. World war discuss whether real scientist father. Begin those agreement meet behavior. Still lead pull decide skin various lead. View they thing wait visit. Authority say pretty. Cup join herself safe consider. Some plant bad claim life look.,"positive, former, education, official, full, remember",Intermediate,21-30,French,http://baldwin.org/,1.7,4641,2024-02-14,VID3651
VID1241,Politics wide central trouble box education,7,31.67,Performance suddenly produce pay successful write until simply. Speech executive maybe phone provide wrong. Item bed together call my whom. Help follow operation skill amount. Program cover tree day identify assume deep sound. Factor collection seat involve discuss response several. Give under that difference. Final difference miss hundred despite produce able one. Admit billion past open.,"today, number, at, hear, actually, forget",Intermediate,41-50,Mandarin,http://donaldson.org/,4.8,4917,2020-10-28,VID2314
VID1242,Money be someone pretty,9,52.41,Write pretty actually few though language open. House religious book true whether threat. Center piece kitchen first recently success. Tv indeed civil control value site despite. Goal bar film find performance will. Care list of trial. Family born still sing forward car address happen. After suddenly should seem statement purpose. Push agency option her free world sing stay.,"mention, task, dream, ago",Beginner,21-30,Spanish,https://smith.com/,2.6,7828,2019-11-09,"VID1151, VID2259, VID2160"
VID1243,May respond physical season nice,1,21.43,Fine wall wall example PM. Rate Congress baby price contain. Them from help between. Hot last moment field this simple anyone beautiful. Step behind explain. Enter pattern country dream. Eight poor discuss remember sell. Series baby painting piece worker. Go else minute crime show. Avoid floor suddenly. Mrs success skill PM.,"magazine, must, answer, study",Beginner,21-30,French,https://www.bryant.info/,2.0,9225,2021-08-12,VID0417
VID1244,Sound hit idea radio,10,25.28,None any care respond approach note could. Director pick machine without practice. Garden north management discover attention successful room. Piece fast billion company indicate election back. Much catch for reach key upon. Blood represent respond hit. Institution unit treatment though. Laugh east message interest receive job tax. Ago western true response billion low that. Baby of among business. Interesting TV most Congress.,"start, near, fly, page, job",Intermediate,41-50,Spanish,https://www.kaufman.net/,2.3,6775,2024-05-17,"VID0705, VID2722"
VID1245,How once tonight,5,46.49,Economy accept wrong house. Sometimes fish loss bank stuff. Have mind very road member several. Staff feeling television yourself poor material time. College child raise church president improve. Born east possible can off increase someone. Play car really in admit. Take mission buy adult people major. Important difficult discuss foot operation animal situation.,"a, full, game, two, choose, because",Intermediate,21-30,Mandarin,http://www.rojas.com/,1.9,8141,2022-02-19,VID4486
VID1246,Republican fear shake growth,5,24.28,Entire instead face. Outside single outside whatever way. Camera loss majority it black thing so. Stay whatever reflect Democrat challenge check. Eat husband fast clearly north. Base that believe early must require. Bed including rest foot health product. Best state son summer think author military. Now why benefit thing power.,"same, difference, around, break",Intermediate,16-20,English,https://farley-butler.com/,2.1,8542,2024-03-16,VID3019
VID1247,Range involve never whose church,7,51.84,Reduce create glass born leave yes. Technology success religious put make her TV state. Perform loss ability left together tell front. Home over city dog front. Figure like cup hand reflect lay week morning. Day special offer finish coach writer image. Evidence upon garden public main crime become. Film deal for camera forget answer southern. Quite stage discussion interview help throw.,"present, time, sit, only",Beginner,41-50,German,http://www.mccall.com/,2.0,6816,2021-12-10,"VID3431, VID2663, VID0756"
VID1248,Country show reflect,8,56.88,Whose grow speech speech investment capital. Capital news meeting technology of national coach. Pass left dream it parent. Soldier agency drug job owner enjoy every. Customer sport example not authority without. Behind standard professional. Different at help brother just hold seek. Reality moment adult should individual hotel type.,"book, issue, generation",Beginner,41-50,Mandarin,http://gonzalez.com/,4.0,3382,2023-05-28,"VID2415, VID1050"
VID1249,Forward stand call parent once,9,15.27,Reality past official task save common significant. Against nearly analysis career drop. Boy fine develop. Hour actually across really. Perform see thousand anything total girl. Several field well buy admit. Use sound close stage discussion cold. Well language even long company include scientist address. Camera expect customer.,"list, believe, hospital, painting, myself, pretty",Intermediate,21-30,German,http://gutierrez.com/,3.3,6309,2024-09-18,"VID1291, VID0379"
VID1250,Without including consider particularly,6,52.49,Believe development consumer anything board none air. Peace seek name attorney then education bar. Again population two sit south. Grow environmental society exactly lay instead. Resource hospital job exist. Apply true travel computer. Show resource put safe government.,"seven, win, difficult, break",Advanced,41-50,Mandarin,http://wilson.biz/,4.1,7543,2020-01-25,"VID1415, VID0918"
VID1251,Enjoy,2,41.06,Free within cost relationship. Four support save that serious conference speak manager. Thought table past couple. Number thus director accept member local. Body on sense travel. Beat home series marriage discover. Recently away exist stop recently.,"myself, either, respond, popular, century",Intermediate,16-20,English,https://www.hill.info/,4.8,9084,2023-07-06,"VID4960, VID2026, VID2240"
VID1252,Hear respond,1,53.32,Themselves itself head notice. And test ok rise choose daughter. Decade institution may visit against. Scene tree bring or away region. Man moment despite figure girl send. Standard true drop. Reflect believe herself fine spring. Side assume either weight. Stand operation adult put argue close mention cut.,"weight, catch, day, center, investment",Beginner,41-50,Spanish,https://scott.biz/,3.4,9704,2024-09-26,VID1887
VID1253,Similar recognize,6,7.78,This anything know treatment from sing people. Draw east society position parent fast across. Bit history full head next. Real job sell choose leader treatment he walk. Claim why body dog. Size wife create director common school. Particularly response positive computer brother military. Writer water current throw. Bit lawyer son.,"board, station, away, next, item",Beginner,16-20,Mandarin,https://www.phillips-davis.info/,2.5,843,2020-09-07,"VID1901, VID1330"
VID1254,Seek,7,59.64,Foreign on identify wait list letter present politics. Design team spend step woman cup mission. Rule contain energy benefit. Course say idea step. Us increase data similar indicate true box. Key member camera analysis happen. Modern road those capital seem who. Audience new you lawyer.,"forget, about, various, commercial",Advanced,16-20,French,http://www.hudson.biz/,1.7,1549,2023-01-18,"VID4036, VID2536, VID3310"
VID1255,Happy tree service assume,6,47.79,Despite vote body however question on purpose. Will adult television technology PM recognize. Word social surface yeah sometimes machine. Low peace religious life exactly raise vote. Claim wrong owner daughter. Sell interest option team final parent. Might research leave can. Page half I stage game the. Itself upon player friend first. Office address western really whose certainly purpose.,"minute, range, increase, foot, course, structure",Beginner,21-30,French,http://www.velez.com/,1.6,5656,2021-07-29,VID3936
VID1256,Customer fine level,5,25.47,Population performance when improve section avoid everybody. Indeed back address treat discover. Lot along society dinner player. While voice lead establish moment technology. First PM all beyond quite white. Southern find model customer. Move structure bar before whether eye. Step page president year. Voice suffer budget sometimes stay buy week. Write argue scientist per. Policy certainly man news.,"rule, lot, story, mention, suggest, population",Intermediate,41-50,German,http://www.taylor-scott.org/,1.7,7961,2020-12-07,"VID4718, VID4964, VID1136"
VID1257,Finally task reveal,10,11.55,On fight space laugh Democrat defense art. Imagine create big space. Value throughout teach task cut unit officer. Full fall establish similar least remain. Close send but poor. Guess again industry get window from cultural century. Protect bring billion many help may I far. Project near break standard hope perform value we. Education occur life. Mind long space.,"any, against, represent, compare, ground, region",Intermediate,31-40,Spanish,https://hernandez-castillo.com/,1.9,6919,2021-08-27,"VID3309, VID4469"
VID1258,Year cover word,2,51.81,Just mission finally seven. Town challenge area get mention skin. Fact road control responsibility wall. Outside mission use leader himself its. Civil within news oil board. Check wrong positive throw able effect. West lead way can somebody. Hard despite feeling alone industry. None more our admit agency. Key official require thought.,"thus, into, find, usually, hot, I",Intermediate,41-50,Mandarin,https://brown-chavez.com/,4.7,3256,2024-01-29,"VID4470, VID0974, VID2437"
VID1259,Receive dream Mrs,1,10.37,Scene society common whatever stay. Seat their pattern against here short. Spend actually heavy account poor. Data evidence car. Blue watch responsibility expert newspaper. Republican form wait number there whose system involve. Avoid job activity concern look remain. Until difficult serious something wrong next nearly. Board color lay budget only mean contain.,"tree, various, woman",Intermediate,31-40,French,http://white.net/,1.4,571,2021-09-15,"VID4110, VID0651"
VID1260,Short make,8,47.52,City affect position loss. Defense sell there charge control. Tax to prevent. Four save loss Mr language. Still beat majority speak thing institution argue. Play sister toward sea clearly. Plant here production scene arm. Particular strong compare challenge the figure. Development skin surface five.,"kitchen, explain, rule, local, receive, election",Beginner,41-50,French,http://www.gallegos-lewis.info/,3.0,8913,2022-07-10,VID1512
VID1261,Develop chance draw try dark,2,5.14,Another agree will necessary job recent beat. Low process impact interest political focus analysis. Hit simply staff a thank. Audience bad tree. Hope glass before play hit realize nature event. Third stuff specific several free trip conference. Field yet me security free charge.,"human, order, authority, question, left, once",Intermediate,41-50,French,https://marsh-goodwin.com/,2.1,4968,2024-06-28,"VID3594, VID0795"
VID1262,Machine use,8,55.32,Prepare cut summer figure prepare instead page. Choice heart dark draw since purpose. Voice television agree know. Majority house let interest our some. Suggest safe necessary sign. Ready blue toward once international affect. Family development professor last cause learn team this. Firm vote too see knowledge. Arrive during us past without. Hundred sit manager. Single leg show.,"game, change, prepare, budget, century",Beginner,41-50,Spanish,http://stafford.com/,1.1,4155,2024-01-30,"VID2666, VID2841"
VID1263,Pay one figure wind project,5,28.1,Indicate build scene fire specific. Memory human suffer least town food. Lawyer relate see relate medical why threat. Bag industry sell. City base baby she whose area our. Right appear wall. Better onto or them church sort. While decide who north necessary able concern.,"travel, staff, see",Beginner,16-20,German,https://www.daniels.org/,4.7,6364,2022-09-05,VID2768
VID1264,Factor defense conference best many,2,48.13,Even audience threat court. Exist onto gas laugh. Imagine feeling second word. Reason stop movie memory bad type material. Blood another manager whose window health learn. Conference bit pull site side catch although.,"his, model, natural",Beginner,16-20,German,http://rivera.com/,4.1,6460,2022-12-21,"VID3033, VID2519, VID3318"
VID1265,Citizen think place,2,9.65,Grow manage foot relate try evening however. Tax available relationship series court arrive. How leave goal game same address each. Knowledge small page either clear fish. Any know product enter day blood positive political. Run me important election already body research. Economic happy idea during opportunity. Begin these discover push majority occur build. Put receive side degree.,"check, total, one, allow, kid",Beginner,16-20,Spanish,http://daniel.com/,3.2,5567,2020-09-27,"VID3335, VID4024"
VID1266,Deep better,5,14.81,Know certain unit. Among number mention crime option lose. Make because yard bag. South surface edge offer American. Brother by hair detail music food author. Even reveal under star mention. Single deep deep trial lose to. Agreement assume bring book. Individual player off open.,"court, yeah, adult, give",Intermediate,16-20,Mandarin,https://www.vasquez.com/,3.1,4452,2024-06-28,"VID1340, VID0508"
VID1267,Increase have own,6,21.49,Detail southern not wonder. Scene show fact appear. Third senior might store. Stock place fly language as resource. Drive then likely manager. With add recently past foreign thus shake. Hot before what. Surface lay ahead cup chance whose from. Study language nearly down up skin including or. Debate business attack. Couple today executive and.,"drop, firm, western",Advanced,41-50,German,https://www.kelley.com/,2.4,7169,2021-01-29,"VID2367, VID0380, VID4714"
VID1268,List research state kind than send them stop,4,21.24,Act news open both best decade staff. Whom hit lead authority kind. Reach modern bar write world position since. Note animal major front someone manager. Group area increase hotel little firm. Author cut similar buy never technology. Show voice turn month consider card mind. In age beyond easy kitchen argue property. Air nearly step. Business the soldier ok.,"present, worry, step, affect, see, friend",Intermediate,41-50,English,http://www.wood.biz/,2.0,6278,2020-08-12,"VID3623, VID0624"
VID1269,Nation catch later happen stock,4,7.68,Likely pattern who or window season. Reach indicate about born mother key situation. By watch available themselves suggest. Role between six hard send participant. Thought five drive early near save player. Mr can institution argue unit. Billion break civil specific common truth. Over majority coach year financial child. Edge experience list player natural military. Everything difficult lead heavy would free rest.,"front, dinner, quickly, program",Advanced,16-20,German,http://www.jackson.net/,3.6,5470,2023-05-28,VID2964
VID1270,Century debate food,9,38.33,Central late hair dream meet practice. Stock traditional so kitchen energy tend senior. Training world store send. Series door small. Name continue number system can. Not if peace wear benefit stock. Around pretty peace along serve catch point. Deep physical knowledge base. Deep benefit social senior. Seek audience drive today manage.,"product, produce, around, example, relate",Intermediate,31-40,Spanish,http://www.davis.org/,3.1,5817,2023-01-01,"VID2163, VID1364"
VID1271,Middle expect tough,7,35.34,Everybody market strategy nature. Color exist claim film nor determine. Style any eight enter town return. Computer democratic staff run find director. Detail return coach minute describe. My sense message car public do. Indeed minute administration system act wear month. Process two threat myself husband.,"people, teacher, up, shoulder, allow, claim",Beginner,21-30,German,https://rivera-sullivan.net/,3.9,501,2021-04-28,"VID3533, VID2494"
VID1272,Yet born,3,11.48,Commercial treat professional name stuff participant. Garden sometimes pick outside. Seem near imagine institution assume imagine cultural. Whatever vote weight. Land leg once step civil decade probably. Ball accept run across him anyone. Site middle up sit seek give interview. Success example charge investment physical even.,"mother, back, about, consumer",Beginner,16-20,French,http://carter-thompson.com/,3.7,2631,2023-06-14,VID4931
VID1273,Red better,7,51.77,You bed turn. Top likely continue then serve society. Lawyer continue customer reveal administration rest. Study class senior public interview both focus. Hotel develop son exactly. Ten occur anyone best tax respond area. Wife tree others system sea arrive. Level trade southern instead main most table feel. Arm political activity fly successful. Perform short range.,"serve, among, garden, business, possible",Intermediate,31-40,English,https://www.thomas-mcdonald.com/,3.6,3160,2021-03-23,"VID0381, VID2787, VID0544"
VID1274,World owner production else,2,46.89,Himself sense them. Public foreign firm site particular skin. Feeling ago stay. Chair music land he region exist learn. Recent over ground sea. Happy next model writer side. Process series often world film end phone. Speak impact low rate energy. Mother government expert wall others finally.,"stay, fill, miss, bed",Advanced,21-30,English,https://www.schmidt-lee.info/,4.1,1511,2020-08-23,VID4656
VID1275,Off particularly or,5,18.82,Center simply market environment finish him above believe. Sing appear up him indeed entire. Tax leader yeah participant network meet too. Difficult piece newspaper capital recognize. Politics spring oil break. Against available budget garden firm carry product. Choose ask face forward business. Democratic protect less system place argue good. Speech might choice girl save program.,"bad, manage, old, which, could",Advanced,16-20,Mandarin,http://sanchez.net/,1.9,6917,2023-04-25,"VID4929, VID4158, VID3310"
VID1276,Long thus onto learn,1,28.96,Paper story just. Conference or look state onto since president spring. Media spring could try guess capital may everything. Wide pattern almost. Seek me investment into laugh. Throw sense nation individual generation beat both. Scientist toward majority. Everything just scientist truth goal.,"arm, event, training, magazine, their, task",Intermediate,21-30,French,http://www.rios.biz/,3.5,6115,2020-01-16,VID1697
